author,categoria,ciberacoso,texto,Unnamed: 4
rincoonb,0,0.0,El pirobo no le bastó joder a la familia dos veces va por la tercera me tenes mamada malparido.,
prioritylu,0,0.0,En realidad no se esforzaron en traer a Taylor a Colombia? MALDIGO LA HORA EN LA QUE NACÍ EN ESTE MALPARIDO PAÍS,
ENRG9811,0,0.0,Mi objetivo ahora es disfrutar más de la comida y controlar este TCA tan malparido. Manden amor para esta nueva etapa en mi lucha con mi salud mental.,
piecethislove28,0,0.0,"ADEMAS VA A TENER A SABRINA COMO TELONERA, NO PUEDO MAS CON ESTE SUFRIMIENTO MAMADA DE ESTE MALPARIDO MORIDERO",
mymindturnsfolk,0,0.0,las productoras de esta mierda de país no valen un malparido peso LOS ODIOOO malditos inservibles,
Erickcol20,2,1.0,"NO se afane, lo malparido es de nacimiento y hasta que se muera",
valeacero9,0,0.0,"Espero que ese infeliz sufra más de lo que ese cachorro sufrió, por ser un malparido hijo de puta ojalá se vaya al mismo infierno 😡",
Betocoralg,2,1.0,pedazo de Malparido cobarde. ¿Por qué borro el trino?,
ljcepeda,0,0.0,"Llamar despectivamente ""sirvientas"" a las mujeres que laboran en servicios domésticos, cuidado de ancianos o niños, configura: ¿Discriminación o segregación? O simplemente quien lo dice es un malparido ",
meeeel1125,0,0.0,"Lo peor es que entra el otro malparido a hacer lo mismo, no tenemos delanteros",
Diablorojo19966,2,1.0,"Bobo setenta hijueputa come mierda, arrodillado, pusilánime y faltó de huevos, me cago en vos malparido tonto.",
DotadoConSitio,2,1.0,"Hola burra, ¿me puede explicar entonces qué quiso decir aquí? Quedo atento.",
yosoymioo,2,1.0,"le estás pidiendo mucho a esta burra, a duras penas aprendió a leer.",
gaviriachris,0,0.0,y los mama burra llorando por viera,
TristanHerth,0,0.0,"Seria gracioso si fuera ""burra""..",
CoronelLeary,2,1.0,No sea burra señora que ya está bien vieja .,
Jeisson_Cas,2,1.0,"Por eso estas así, empezaste mal ese día en el parto de tu mamá, saliste burra y terminarás más burra, pero mucho más despreciada",
marbles_ugu,0,0.0,Que son estas extrañas ganas qué me dieron de hacercarme a la burra del vecino,
Cami_risitas,0,0.0,"Arre, arre, arre, arre, arre Caballo que más le trote, zi Caballo que más le trote, no Le mando, le mando, le mando a la burra",
Antonio_x40,2,1.0,Pobre burra con plata,
DotadoConSitio,2,1.0,Quién va a encartarse con esta burra.,
AlexQuor,0,0.0,"Me metí a los comentarios y demuestra lo burra que es la gente, muy faciles de manipular",
CcarrizosaC,0,0.0,"Al parecer no le daba tanto asquito cuando me invitaba a salir, pero yo no le paraba bolas, como acabo de recordar y confirmar en el chat de WhatsApp. ¿Por qué me llamará siempre “burro” en vez de burra? No le gustará lo del lenguaje incluyente?",
JuliMarGar,0,0.0,"¡Vuelve la burra al trigo! La empresa donde trabajé, me dieron dólares en efectivo siempre que viajé, porque uno llega a otro país y cambiar moneda se hace con efectivo, preferible dólares. Viajar al exterior es distinto que hacerlo en bus, por el país, amplíe su mente, señor.",
chocolateswonka,0,0.0,total hermano..... La gente es muy burra.... Con tanto acceso a internet actualmente la gente ya no cree,
kiddajitoop,2,1.0,"cállate maldita taennie asquerosa, tonta, idiota, imbecil, anormal, estupida, enferma sin cerebro, inepta, pendeja, burra, mensa, retrasada, lerda, ignorante, pedazo de mierda, miserable, decepción de tus padres, bruta huevona, analfabeta, babosa",
BarJoncito19277,2,1.0,"La pobre facha que sueña con reemplazarlo, jajajaja, burra.",
alfredo_duart,2,1.0,Por favor....callen a esta burra.,
robertfuentes3,2,1.0,La cerebro de pollo admirando la burra..🤣 Esa fama que tiene de bruta quedó ratificada.,
macnamarajuan,2,1.0,En pocas palabras esta burra no fue a la escuela,
TDCCompiler,0,0.0,"Vendiendo humo, el dólar está caro, la inflación disparada y ustedes son unos incapaces que no sacan una burra de un pantano.…",
Lamechaporsiem2,0,0.0,Entro y pummmmmmm veo q están pidiendo a Gareca 🤦🏻‍♂️ otro ídolo para q la burra menta tóxica lo vuelva mierda.,
wilsonvalenciar,2,1.0,"Vieja asquerosa y podrida, incendiaria, soba sacos y lame culos… para hacer lo que hace es porque su vida es una auténtica mierda… burra de arrastre",
Rodolfo45399538,0,0.0,"Para nada, que se devuelva para su país o si no, que siga comiendo burra!",
cautoro,0,0.0,"toda la izquuerda dura, pura, burra, recalcitrante. reunida en un solo sitio, ah y hay terremotos en haití.?? ",
HoyosJhc31ag,2,1.0,La cara de una chirrete pasada de dosis,
DavidSMillan1,2,1.0,La única chuzada es la de su brazo de la heroína que se mete usted ! CHIRRETE,
Esvan5,0,0.0,La que yo conozco y anda con un chirrete como esposo??,
Edilson59771863,0,0.0,"Que paso con un caricaturista chirrete que golpea mujeres, dónde estara",
cegomez15,4,1.0,"Esa cara de chirrete, y fijo es bandido como todo petrista. A una chucha así seguro se le cambian de andén. Ya veo porque es resentido y acomplejado.",
Neo0___,2,1.0,Pareces puro chirrete del distrito de aguablanca,
dan_alejo,0,0.0,Ni en los peores tiempos de chirrete,
Jorjuela1405,0,0.0,Pinta de chirrete no tiene!!!,
AMAIMEKISTAN,0,0.0,JAJA va uno a ver y se entera que dejaron al man bien por el chirrete que les da maltrato,
melisalaisa9,2,1.0,Jajajajaja este chirrete hasta oírlo hablar nos dice que es un ignorante y posible consumidor de harina de esa blanca,
riverajavier497,2,1.0,Este chirrete no tiene arreglo,
Julintoloza3,4,1.0,Usted lo que es un pobre bandido con cara de chirrete,
ScorreaDelgado,0,0.0,Disque mucha cara de chirrete jaja ojala me hubieran conocido cuando si lo era jaja palabras sobran de ahí pa arriba,
raulin00001,2,1.0,Fastidioso...Este man es un chirrete y huele a orines y sacol,
AlexanderM_22,0,0.0,"la plena me sale equipo de fútbol con todo y suplentes, muchos chirrete lo que son mis panas ",
Beelzebu_,0,0.0,busco 11 amigos de diferentes signos para ir a meter vicio hoy y ser los chirretes del zodiaco,
Resistenciamul1,0,0.0,"Nadie merece irse del país, ni un campesino, ni un fascista, ni un chirrete.",
raulin00001,2,1.0,"Amigo es el pegante que se mete este hpta, este chirrete antes habla.",
raulin00002,2,1.0,Un día de estos este chirrete con suerte se le desbloquea el cerebro de tanto pagante que le metio,
MokeleleEmbembe,0,0.0,"El día que la desenmascarando, que desde su vida capitalista tiene engañada a toda esa izquierda que la percibe pobre escribiendo desde un viejo computador. A enredar al duende que cuento tan chirrete!!!",
mariofav1309,0,0.0,"Forma tierna de decir, no sea tan chirrete pana!",
Gonzalo60812329,2,1.0,Bobo ? Rebobo este chirrete,
NubesAdentro,2,1.0,"chirrete!!! Pelmazo, nadie te soporta!!",
Gonzalo60812329,2,1.0,De dónde salió este chirrete malparido 🤡🤡💩💩,
Gonzalo60812329,0,0.0,"No hay cosa más desagradable que escuchar hablar ese chirrete , ahora en televisión cada momento,  propaganda de está cosa , Que pereza  .",
Gonzalo60812330,2,1.0,"Que interesante propuesta , nececitamos muchas más de estas , chirrete de mierda ignorante no sabes que decir , es tu único discurso ",
alcides47299798,0,0.0,"Necesario, no podemos llevar a la presidencia un chirrete,alcohólico o con cualquier adicción degenerativa ni inmoral",
Gonzalo60812329,0,0.0,"Hacé años no escucho esta basura de emisora y por ende esos chirretes,  50 años hablando ",
YoAlejoV,0,0.0,Hay que ser muy pendejo para creer que Semana no es capaz de manipular lo que sea para hacer el mayor daño posible a Petro.,
DanSurasshu,2,1.0,"Este negro de mierda, si se la pasa chillando, pendejo.",
AmericaeHispano,2,1.0,"O sea este es de los pendejos que llora cuando alguien dice ""monas chinas"" porque el anime es japonés, no chino. Así de imbécil es",
Cony_martinez_,2,1.0,Jajajaja Pobre PENDEJO. Siga llorando,
Esteban_0T,0,0.0,"Ome, a lo bien que la Juco tiene puro pendejo posando de 'interprete de las aspiraciones de las masas'. Ahora resulta que si la gente pelea con un horizonte más allá de este gobierno entonces 'le hace el trabajo a la derecha'. Se forman políticamente con la revista Semana.",
HailGU2,0,0.0,"Otra vez ese duelo pendejo de marchas. Trabajen más bien políticos de mierda, dejen de usar al pueblo como títeres.",
DanSurasshu,0,0.0,El que crea que Santos fue el mejor es un pendejo,
lucho_monteria,0,0.0,IMPRESENTABLE  es que un medio de comunicación se arrodille al paramilitarismo y ahora te hagas el pendejo como sino fuera contigo,
tintin_tji12ytr,2,1.0,pendejo útil use el cerebro alguna vez en su vida,
FredyAlonso2022,2,1.0,si sos mucho Bobo pendejo,
LoreFerQui,2,1.0,Traicionas al pueblo por intereses particulares además de pendejo Traidor,
Ricardo00876,2,1.0,PENDEJO PENDEJO PENDEJO,
Zatchfrids,0,0.0,"Termine la saga de Moro, me encanto pese a sus defectos. Pero lo mas pendejo fue ver a Goku darle las semillas del ermitaño a Moro (la misma estupidez que hizo con Cell), y tambien revivir a Merus por una justificación bien conveniente.",
FredyAlonso2022,2,1.0,Bobo pendejo se va a Autocombatir.,
lucho_monteria,2,1.0,Y este pendejo en que mundo vive,
Juanka4010,2,1.0,"Ya pareces mi papá a cada rato prometiendo cosas que ni va a cumplir, viejo pendejo",
TheWilliam12323,2,1.0,Eso es enfermo pendejo,
yiyaviolinista,2,1.0,"Libertad en Colombia, dice este gran pendejo.",
Gatoexoticoxd,0,0.0,"Ese es tu problema, yo no ando diciendo si un anime es basura o no, ví capítulos de ese pendejo reencarnado y es aburrida, Kimetsu le vuela mil patadas en la raja a un anime lamentable que sí no me equivoco también tiene novelas ligeras deplorables",
alejosandu,0,0.0,Una cosa es ser paciente y otra es ser pendejo,
omegacoid,0,0.0,"Ojala tuviera un modo inteligente, pero lo mio es ser bien pendejo",
Elikitty_33,0,0.0,"Venga alvarito, deje de creer que todo el mundo es pendejo, en el pasado le cerraron las puertas a la fiscal de la cpi pero hoy ellos están aquí y saben muy bien que paso en Colombia, tiemble infeliz",
sonataopso,2,1.0,"Jueputa, lo que más me saca la piedra es que todos los días le dan papaya a este pendejo para que se luzca.",
Cami_Bohorquez,2,1.0,Ahí le hablan pendejo!,
militar_col,2,1.0,Más pendejo es usted que le cree a petro 🤣,
rubenlubo,2,1.0,Papi ¿que pasó aquí? ¿Cuánto le pasaron para que eliminara el tuit y se hiciera el marica? Si lo están amenazando hable pendejo,
MethaKnightho,0,0.0,Qué pendejo cambia un rolex por un reloj normal?,
DeisyLibere,0,0.0,me parece muy bien responderle a alguien que solo insulta a lo pendejo,
Rogergu_,0,0.0,No falta el pendejo que se crea está noticia FAKE,
CJMOVI,2,1.0,"Y es que no mas con el encabezado de su Twitter, uno se da cuenta de lo pendejo que es...Jajajaja. Zooquete. ",
antimanteco,2,1.0,Ya escuchó estos audios? Gran pendejo…,
revisandopaja,2,1.0,Hacete el pendejo no más,
CarlosBrownie10,2,1.0,Ud cómo es pendejo ahora hablando de estadística?,
TheMrBlueYT1,0,0.0,"Una vez creí que una fuente hacia milagros y después me di cuenta que es falso y la gente malgastaba su plata por un simple deseo y eso ni pasó, hasta pedí que me dieran plata y luego me quedé como payaso a lo pendejo",
samueldumb,0,0.0,"Yo soy el pendejo que dice cosas todas idiotas (obviamente) y pues aveces si se cagan de la risa, pero no sé si el chistoso atrae a viejas porque por ahora ninguna se me acerca",
2tarazona,2,1.0,pobre hijueputa se tiene fe este pendejo,
DanSurasshu,2,1.0,resulta que el pendejo este es un enfermo,
DaniielaDaza,0,0.0,"Obvio Petro se va a lavar las manos con lo de Benedetti, ni pendejo que fuera. Se la ha pasado así desde que empezó su gobierno. ",
Boty1312,0,0.0,"Se me jodió el internet (no puedo jugar Warzone) no tengo sueño, ayuden con este jueguito pendejo jajajaja.",
MethaKnightho,0,0.0,Al menos no eres el pendejo que lo juega en celular.,
carlicaza,0,0.0,"Según este era el presidente , realmente ustedes creen que el pueblo, el verdadero pueblo, es pendejo? Jamás han tenido popularidad para ustedes los medios de comunicación al servicio corruptos, y mucho menos para los políticos que les pagan a ustedes, no somos IMBÉCILES",
Pesao2₀,0,0.0,Cuando a veces te sientas pendejo recuerda que hay gente asi.,
I_am_Jerrry,0,0.0,"Esa fue la que me pasó Ah y porque me quejé en Twitter Lo peor es que algún sapo envío todo eso, y yo sin mencionar nombres ni nada Ah sí, yo por pendejo, ansioso y nervioso no tomé acciones legales",
Briesminombre,0,0.0,El viejito pendejo se metió a guionista de El Caballero de los 7 Reinos para poder estar en huelga. Así se va a demorar más en sacar vientos de invierno.,
Carlosg131995,2,1.0,Este man si es de lo más bocón,
oceangabyy,0,0.0,"Finalmente aquí el que está pasando de lo lindo es Ricky, porque es mal líder, mal compañero, bocon y no es que sea la eminencia en pruebas pero como lambonea a todos sigue ahí, el peor.",
AbrahamTorresQ,2,1.0,"No jodás!! Drogadicto y borracho. Ud. mismo Benedetti es quien se ha desprestigiado!!!  Ambicioso, intolerante, bocón, bufón, engreído, flojo, un payaso!!",
Inconciencio,4,1.0,Cómo le cambió el tono desde hoy al cobarde bocón! PUSILÁNIME LAVA PERROS DE TRAQUETOS!!,
RanCarcris,4,1.0,Éste Guerrillero no ha dejado d ser el Bocon y Sicario Moral de Siempre.,
samy199808,0,0.0," ¿Por qué dicen que Gamma está obsesionada con Byron? Desde antes de salir que dijó que el chaleco iba para Kaboom yo también estoy ofendida, Sería feliz si volviera a salir por bocón ",
djstailin,0,0.0,La diferencia entre el bocón y el callado,
Agro_pecuario86,2,1.0,Ahora al payaso 🤡 este tiene restringido qué en le responde los tuit 🤔 todo bocón es payaso,
Jose17911741,2,1.0,Para muestra un bocón!!,
mariumega,2,1.0,"Tras de cínico, bocón!!!",
Alli_m05,2,1.0,amigo tu saliste un poco bocon,
Waltquilla,0,0.0,"El que echa gente por que si y por que no, para después andar de bocon diciendo que genera empleo y hay mil vacantes disponibles",
TiendaTobias,2,1.0,"Malparido bocón ambicioso, borracho de mierda, la esperanza de la gente pobre de este país en peligro porque el HP se emborracho y le dio una pataleta",
TiendaTobias,2,1.0,"Bocón de mierda, todo un proyecto político en riesgo porque al HP le dió la pataleta por puestos y contratos? Malparido mañoso, torcido.",
Diablorojo19966,2,1.0,"JAJAJAJAJAJA att: el cocalero de Gacha en Madrid jajaja de casualidad llevaste a tu madre a prostituirse también? y en inglés también te puedo enseñar a escribir malparido rolo arrastrado jajajajaja vaya y se acuesta en su banca de ciudad bolivar, bocón de mierda de equipo chico.",
Diablorojo19966,2,1.0,"Cállese payaso bobo hijueputa, populista que coquetea con el fascismo y el paramilitarismo, necesitamos alguien de derecha pero de verdad, no un pelele bocón y arribista como vos.",
lucagel7,2,1.0,"Payaso, bocón e inepto.",
diegoboterov,1,1.0,como me gustaria encontrarme a este bocon en la calle ajajajaj,
CarlosFajardila,0,0.0,"Se dice en los sótanos del infierno que, luego de la esperada y más que justa sanción al anciano ladrón y bocón que nos querían poner como presidente, en los próximos días podría venir otra justa decisión ",
Diablorojo19966,2,1.0,"JAJAJA lo que tiene es hambre este hijueputa desnutrido JAJAJAJAJAJA si está en las últimas pida trabajo si quiere yo le doy mijo, en vez de estar todo bocón y malparido dándose las de adinerado cuando no tenes NADA",
CarlosFajardila,0,0.0,"El que se comió el cuento de que tiene alguna credibilidad y nos tiene tramados con su ingenio e inteligencia es el propio fiscal paseador, bocón y derrochador. Debería preocuparse más por dar resultados contra la corrupción en vez de erigirse en defensor gratuito del  genocida.",
RayoxMcaster,0,0.0,Imagino que jack black hará de Bocón,
Diablorojo19966,2,1.0,"Cuál de cristal cacorro bocón, si hablas mierda que querés que te digan pues, paginita hpta esta.",
mariacarestrepo,0,0.0,Que le pongan su tatequieto por Bocón !!,
donovan_theylor,1,1.0,Por bocón. Es que los Matan.,
luisrinconesar,2,1.0,Para q sigas de bocón y de sapo.  Deje de meterse en lo q no le importa,
giggy_zzzz,2,1.0,"Cojale dobladillo a esa lengua, bocona",
magdiel80970068,2,1.0,inescrupuloso Bocón catrehpta… asqueroso,
gabrielasp23_,0,0.0,"Dímelo a mi que tw saca mi lado más peleón y bocon por política, pero fiel creyente y si me nace hablar de Dios lo haré, y también pelearé (y me equivocare), porque un creyente no es mejor que nadie, somos los más defectuosos pero recibimos a Jesús y vamos trabajando internamente",
alva_jeronimo,0,0.0,Pingo y a el otro hijo de ese Viejo HP le metieron un coñazo  ni el más HP por bocón y mal hablado acá en Bucaramanga cuando le digerían por que habían regalado a el país le quedó el ojo apagado completamente,
Inconciencio,2,1.0,Cobarde y bocon hijo de puta.,
Edumago1,0,0.0,"Públicamente el fiscalete Barbosa promueve la insubordinación de la policia para lo que constituye una ruptura del estado de derecho mediante un golpe no blando, sino clásico. A este bocón subversivo ¿quién lo ronda? ¿Las cortes tienen algo que decir al respecto?",
Julianvalencla,0,0.0,"Por estas cosas es que prefiero que no venga ni Gareca ni falcioni ni ningún otro, el hincha es bocón y cambiante, ni con Ramos metimos más de 6 mil abonos, y ni contar que el primer partido de polilla solo fueron 10 mil personas. Déjenlo quieto por allá.",
dnandorg,2,1.0,"A parte se ser disléxico, ciego, tonto, reprimido, bocón, el aborigen ruso, 😂😂 si por el fuera se lavaba con cloro para que le aclare la piel",
marcillo1019,0,0.0,El presidente petro debe actuar de inmediato debe denunciar a Benedetti y q pruebe si es verdad lo q dice sino q pague por bocón y por cierto investigar quién le mando esos audios a esta coacla de chismes si fue el mismo Benedetti o fueron chuzados,
Julianvalencla,0,0.0,"Yo me conozco mucho al hincha, y estoy seguro, pero segurísimo que si Guimaraes en finales pone al segundo portero, acá lo estaban destruyendo. El hincha no es sino bocón.",
RodriguezR_JC,0,0.0,"Fuera de recocha, ahí sacrifico al doctor Navia, hay que dejar de ser bocón.",
hector273,0,0.0,Buen jugador no todos llegan a su edad jugando a buen nivel pero muy bocon,
camachophoto,1,1.0,Frank si yo te viera en la calle también me darían ganas de voltearte ese máscadero por bocón!,
Salchi_Rule34,0,0.0,Si según usted eso es ser bocón la verdad estás demasiado mal,
fgomez1981,0,0.0,"Y por eso le respondi d esa forma, el fanatismo politico lo lleva a ser Bocon y valiente atras de una pantalla",
Rojesama2,0,0.0,Yo dejaría la nómina cómo está. Me traigo un arquero de categoría y un central argentino bien bocón,
PorYParaAmerica,0,0.0,Asprilla depronto el pibe no es sino bocón porque bastante cagón si fue el tipo…,
FJVAROD,0,0.0,"Lo único malo es ese Montero Malo, re MALO Se volvió igual de bocón al arquero argentino... Y tapa más una tanga",
edsonf08,0,0.0,"Por otro lado, cuando asuman que Nacional robó a millonarios en la libertadores del 89 ahí hablamos de quién es más bocón.",
juansvasquezz,0,0.0,No entiendo que tiene de bocón decir que es la segunda casa ? Lo es por que es donde más hinchas de america hay después de Cali en verdad no entiendo que tiene de bocón,
Franco_diestro,2,1.0,"Y éste se está convirtiendo, tiene el brazo deforme.",
windowsmagazin,2,1.0,no se como hay gente que le puede parecer linda esta deforme,
SoyCesarAlAire,0,0.0,"""Jamás tendré un hijo, y tú lo sabes! Nunca seré una gorda deforme, NUN CAA!!""",
artickmonkey505,0,0.0,Se operan la nariz y les queda deforme.  Ufff.,
theoldsamy,2,1.0,Puro bobito defienden al deforme este jajaha,
NandaAlvarez6,0,0.0,estoy deforme 🥺🥺🤣🤣🤣 yo si decía que algo no andaba bien en  mi jaja,
gerlwtf,2,1.0,asco tu culo deforme,
ilipiedadvalle,2,1.0,Pues a mi esta deforme me da náuseas,
GUACHIMICO,2,1.0,"Hey anciano deforme, calcreco, , es mejor no rezar y ser lo que somos , a estar en una catedral dando órdenes de homicidio, desplazamiento y masacres, y eso es usted y el oligarquiamo del cd,",
lilipiedadvalle,2,1.0,Sos una deforme  en todo sentido.,
NandaAlvarez6,0,0.0,"Ahora estoy deforme 🥺🥺🥺, no pos los ánimos al leer esto jajaja 😂😂😂, ando bastante deforme últimamente",
lilipiedadvalle,2,1.0,El mundo patas arriba. Esta drogadicta hablando  de alcoholismo  Y la deforme  hablando  de belleza.,
maleja_am222,0,0.0,"Aparte que la palabra que utilizas ""deforme"" solo demuestra que estás muy resentida, inconforme contigo misma y que en algún momento te la han dicho y te hicieron lo que describes. 
Hay que sanar las heridas para no ir regando veneno en los otros.",
otrasilvana,0,0.0,Tengo la cabeza deforme del golpe tan sapo duro que me pegué hoy jajaja,
XX80722601,0,0.0,Dios mío mi conducto auditivo es deforme o q es lo q pasa??? No se me sostienen los hptas audífonos que catastrofeeee,
XX80722601,0,0.0,"No deforme la realidad, no hay un solo economista serio que no lo desmienta a ud.",
IndieBoy07,2,1.0,Dios que cosas el tiene cara deforme,
DotadoConSitio,2,1.0,Usted no es más down porque la cara no es más deforme.,
jairjesuscolj,0,0.0,El príncipe casi se casaba con otra por “compromiso porque la ayudó” y eso que ya primero había conocido a Ariel y casi se besaban . Q tal q la mujer q la ayudo fuese una deforme y no una bonita pelinegra ? Se hubiese casado? Naaa,
Mborrero_,0,0.0,"Tarde te amé mi Dios, hermosura tan antigua y tan nueva, tarde te amé! y tú estabas dentro de mí y yo afuera, y así por de fuera te buscaba; y, deforme como era,
me lanzaba sobre estas cosas que tú creaste",
Richard_cazador,2,1.0,Alguien que vaya  a ver al deforme..no se le haya torcido el otro lado de la cara del coraje !!,
Richard_cazador,2,1.0,"jajajaj...pobre deforme,ya no sabe qué hacer",
MannuAlvarado,0,0.0,Jajaja vali madres con lo de la Inteligencia Artificial 😂 o así de deforme estoy ?,
vzerimar,0,0.0,existen algunas personas con el alma bien deforme,
maderosos,2,1.0,"Bruja, corrupta, atolondrada y mitómana. Cortinas con Ud? Si lo suyo es un libro abierto o mejor prontuario abierto. Una transparente y eterna tragedia Familiar . Corra que se les acaba la Fiscalia portátil ! A trinar a la Belle Italia!!",
kikin7264,2,1.0,Bruja mafiosa y carroñera...tiene pruebas o tambien esta drogada... como ya casi no la pueden sacar se la esta consumiendo para no perderla,
mmendozamcc,2,1.0,La bruja esta mejor que siga volando y alto para que no se estrelle con la realidad,
TMIGUELAN,2,1.0,Reséntida atrevida rastrera y cobarde que poca cosa es esta bruja tan despreciable,
HaroldLaraR,2,1.0,"Esta bruja asquerosa hablando de vergüenza! Debería darle pena! Compradora de votos, despojadora de tierras y aliada del paramilitarismo! Basura humana!!",
moralesyurany,0,0.0,Laura pasó de bruja negrera a princesa guerrera en ocho días. Armando ahora pasará de machista misogeno a alcohólico en rehabilitación.,
LaAgutiPaca,0,0.0,"Si linda jejejeje, parece que soy bruja",
fidelantoniomr,0,0.0,"Parece ""chupado e bruja"", es decir equímosis espontáneas",
NatheUsher,2,1.0,Ahora sí somos amigos!! Vieja bruja,
e_dithrodriguez,2,1.0,A llorar Bruja CINICA!,
gabbri33,2,1.0,¡Bruja!,
edgar19briceno,2,1.0,"En ud nadie confía , vieja bruja!!!",
patodominguezc,2,1.0,jajajaja una escoba más bien para esta bruja,
Roger_Kint_,0,0.0,"Uy, está acusando a la honorable senadora de bruja? Ojo que por menos han desaparecido gente en este país. Mucho más ellos.",
Juliethpa,0,0.0,Soy un poquito bruja con mis sueños 💙,
mabafe79,2,1.0,"Desde hoy te llamaré, Bruja,… por qué eso es lo que reflejas.",
javier_florez_,0,0.0,Con esa invitación me acordé de la bruja de Hansel y Gretel…,
HaaLuz,2,1.0,Cada día das mas lastima bruja,
ValderramaDeisy,0,0.0,Shakira cuídate de la bruja de madre de piqué cuida a tu hijos de esa vieja,
nacional1992,2,1.0,"Está bruja cizañera,mala leche,vaya y trabaje,haga algo productivo,",
d2628kar,2,1.0,Cara de bruja,
geos1764,2,1.0,Si lo dice la bruja trepadora,
Richard01779195,0,0.0,Que me lleve la bruja️ que tengas una excelente noche hermosa mujer,
KathCarW,0,0.0,Que porque se molestaba si solo le había dicho bruja. Pues para el momento si le resultaba ofensiva la comparación. Hoy en día para un porcentaje de la población femenina hasta es un halago ser llamadas brujas. Incluyéndome !,
KathCarW,0,0.0,"Por ejemplo: cuando yo era niña, le dije a una vecina bruja. Yo lo dije porque en realidad su cara tenía el aspecto de las personas que nos pintaron en esa época como brujas, lo hice en medio de la inocencia, la sra se ofendió, se quejó con mi mamá",
RadNalCo,0,0.0,"Fruko y sus Tesos fueron pioneros en la difusión de la salsa colombiana. En 1970 lanzaron su primer disco llamado ""Tesura"" donde presentaron canciones como 'El vidriero', 'El brujo y la bruja', entre otras. ",
OlivarMargarita,2,1.0,Cállese bruja lesbiana!!!,
xxmariaposaxx,0,0.0,Bruja soy,
ManoloMorenoM,2,1.0,Yo no disculpo a esta bruja hedionda!,
ManoloMorenoM,2,1.0,"esta es una bruja asquerosa, en todo caso, ella tiene más ‘pinta’ de sirvienta!",
CAVENDISH09,2,1.0,"venerea, bruja apestosa y mafiosa.",
CabreraWallie,0,0.0,"Ves, mi instinto de bruja no fallaba cuando te decía que había algo que no me cuadraba jajajajaja",
Nolazco20131,0,0.0,"también empeoró en 1er, 2do 3er y 4to trimestres 2022 y empeorará en los 2do, 3er y 4to de 2023. En donde está la noticia?No hay que ser egresado de harvard university ni consultar a una bruja para saber como seguirá la economia mientras el petardo capo de Maduro este en el poder",
aiderjulian,0,0.0,lo debieron vender cuando llego la oferta del bruja de Belgica pero en fin esto se veia venir,
Paola_talks,0,0.0,"Elisa Donovan es la actriz pelirroja que sale en Sabrina, la bruja adolescente y en Clueless.",
sinwaifai,0,0.0,agradézcanme por manifestar porque llevo año y medio avisándoles que iban a venir este año. ya solo falta que se me cumpla el de shakira y me gradúo de bruja,
Jurista₁,0,0.0,"Si es bruja deme los números del Baloto ;) me tiene sin cuidado si me cree o no, yo sigo con mi conciencia tranquila de haber votado a conciencia",
Andres_cror007,0,0.0,"Así es Colombia es muy corrupto, feliz cumple la bruja te ves muy bien y muy bella :)",
Yopucheros,0,0.0,"No teníamos una película con nombre tan largo desde Las crónicas de Narnia: el león, la bruja y el ropero.",
vigarcha,2,1.0," bruja con diarrea, cada vez que te leo me dan ganas de vomitar",
Mel__Mar,0,0.0,"Trato de no creer en mala suerte, destino o esas cosas que lo predisponen a uno o ilusionan falsamente. Creo que todo funciona aleatoriamente y ya, pero uff! Hay temporadas en las que me pasa tanto que si creo que un día me bañaron en una tina de sal mientras una bruja me orinaba",
__MarioSerrano,2,1.0,"No puede ser que la vicky sea géminis igual que yo, maldita  bruja.",
OceanoColombia,0,0.0,La princesa de las almas está inspirada en la historia de Rapunzel…con un nuevo giro: una bruja adolescente es entrenada para robar almas y entregárselas a un rey inmorta,
Osmejamen,2,1.0,"Pobre bruja la única  neurona que tiene no le da para entender que,  él socio de Pablo Escobar es el que le da BAZUCO para que trine en su defensa",
Miguel_Clavijo,1,1.0,Usted cállese mamarracho HPTA que  también le llegará la hora!,
Miguel_Clavijo,2,1.0,"Esta negra da es risa, ignorante mamarracho",
guadvema,2,1.0,Este mamarracho en 6 meses de gorra del erario público cuántas cirugías lleva ya?,
Eduardo96758175,0,0.0,"increíble cómo se desplomó el dólar el día de hoy, la incertidumbre  desploma la bolsa. Cuánta plata está perdiendo la gente, por culpa de este mamarracho de presidente.",
elrayoazul2,4,1.0,"Jajajaja ,Hijueputa estafador dando explicaciones tontas, sea serio mamarracho!!",
jileonal,4,1.0,También tiene la misma afición por el perico . Solo eso explica su delirante defensa al mamarracho presidente.,
angelitazu,0,0.0,Que no quiero borrachos Ni locos de atar Ningún mamarracho Que me haga llorar,
RAGNARVIKING6,2,1.0,Y un delincuente que incendio un país quemo policías  intrumentalizo muchachos para ser delincuentes SII eres un mamarracho aguevado,
RAGNARVIKING6,0,0.0,si quiere ser profesor solo tiene que saber que bogota es la capital de Colombia y muchas ganas y listo por eso estamos jodidos cualquier mamarracho cree que sabe más que el que ha estudiado juiciosamente,
reinal2011,2,1.0,Si lo dice esta aguevada así debe ser si quiere ser profesor solo tiene que saber que bogota es la capital de Colombia y muchas ganas y listo por eso estamos jodidos cualquier mamarracho cree que sabe más que el que ha estudiado juiciosamente petroburraaa,
reinal2012,2,1.0,Que desgracia la vida de este mamarracho. Jajajajaja compreses una vida y deje de prostituirse como su mamá jajaj,
